"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"22","com.alibaba.datax.plugin.rdbms.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-rdbms-util\src\main\java\com\alibaba\datax\plugin\rdbms\util\DBUtil.java","4","721","Unnecessary qualifier 'DBUtil': 'doDealWithSessionConfig' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"23","com.alibaba.datax.plugin.rdbms.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-rdbms-util\src\main\java\com\alibaba\datax\plugin\rdbms\util\DBUtil.java","4","726","Unnecessary qualifier 'DBUtil': 'doDealWithSessionConfig' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"24","com.alibaba.datax.plugin.rdbms.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-rdbms-util\src\main\java\com\alibaba\datax\plugin\rdbms\util\DBUtil.java","4","752","Unnecessary qualifier 'DBUtil': 'executeSqlWithoutResultSet' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"25","com.alibaba.datax.plugin.rdbms.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-rdbms-util\src\main\java\com\alibaba\datax\plugin\rdbms\util\DBUtil.java","4","759","Unnecessary qualifier 'DBUtil': 'closeDBResources' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.rdbms.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-rdbms-util\src\main\java\com\alibaba\datax\plugin\rdbms\util\RdbmsRangeSplitWrap.java","4","15","Unnecessary qualifier 'RdbmsRangeSplitWrap': 'wrapRange' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.plugin.rdbms.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-rdbms-util\src\main\java\com\alibaba\datax\plugin\rdbms\util\RdbmsRangeSplitWrap.java","4","21","Unnecessary qualifier 'RdbmsRangeSplitWrap': 'wrapRange' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.plugin.rdbms.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-rdbms-util\src\main\java\com\alibaba\datax\plugin\rdbms\util\RdbmsRangeSplitWrap.java","4","26","Unnecessary qualifier 'RdbmsRangeSplitWrap': 'wrapRange' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.rdbms.writer.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-rdbms-util\src\main\java\com\alibaba\datax\plugin\rdbms\writer\util\WriterUtil.java","4","177","Unnecessary qualifier 'WriterUtil': 'renderPreOrPostSqls' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.plugin.rdbms.writer.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-rdbms-util\src\main\java\com\alibaba\datax\plugin\rdbms\writer\util\WriterUtil.java","4","200","Unnecessary qualifier 'WriterUtil': 'renderPreOrPostSqls' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.unstructuredstorage","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\FileFormat.java","4","40","Unnecessary qualifier 'FileFormat': 'getByTypeName' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.unstructuredstorage.reader","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\reader\ColumnEntry.java","4","66","Unnecessary qualifier 'ColumnEntry': 'toJSONString' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.unstructuredstorage.reader","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\reader\UnstructuredStorageReaderUtil.java","3","59","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","com.alibaba.datax.plugin.unstructuredstorage.reader","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\reader\UnstructuredStorageReaderUtil.java","4","211","Unnecessary qualifier 'UnstructuredStorageReaderUtil': 'doReadFromStream' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","com.alibaba.datax.plugin.unstructuredstorage.reader","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\reader\UnstructuredStorageReaderUtil.java","4","266","Unnecessary qualifier 'UnstructuredStorageReaderUtil': 'getListColumnEntry' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","com.alibaba.datax.plugin.unstructuredstorage.reader","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\reader\UnstructuredStorageReaderUtil.java","4","284","Unnecessary qualifier 'UnstructuredStorageReaderUtil': 'splitBufferedReader' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","com.alibaba.datax.plugin.unstructuredstorage.reader","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\reader\UnstructuredStorageReaderUtil.java","4","286","Unnecessary qualifier 'UnstructuredStorageReaderUtil': 'transportOneRecord' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","com.alibaba.datax.plugin.unstructuredstorage.reader","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\reader\UnstructuredStorageReaderUtil.java","4","316","Unnecessary qualifier 'UnstructuredStorageReaderUtil': 'getListColumnEntry' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","com.alibaba.datax.plugin.unstructuredstorage.reader","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\reader\UnstructuredStorageReaderUtil.java","4","629","Unnecessary qualifier 'UnstructuredStorageReaderUtil': 'csvReaderConfigMap' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"8","com.alibaba.datax.plugin.unstructuredstorage.reader","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\reader\UnstructuredStorageReaderUtil.java","4","681","Unnecessary qualifier 'UnstructuredStorageReaderUtil': 'csvReaderConfigMap' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"9","com.alibaba.datax.plugin.unstructuredstorage.reader","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\reader\UnstructuredStorageReaderUtil.java","4","681","Unnecessary qualifier 'UnstructuredStorageReaderUtil': 'csvReaderConfigMap' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"10","com.alibaba.datax.plugin.unstructuredstorage.reader","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\reader\UnstructuredStorageReaderUtil.java","4","683","Unnecessary qualifier 'UnstructuredStorageReaderUtil': 'csvReaderConfigMap' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"11","com.alibaba.datax.plugin.unstructuredstorage.reader","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\reader\UnstructuredStorageReaderUtil.java","4","687","Unnecessary qualifier 'UnstructuredStorageReaderUtil': 'csvReaderConfigMap' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"12","com.alibaba.datax.plugin.unstructuredstorage.reader","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\reader\UnstructuredStorageReaderUtil.java","4","692","Unnecessary qualifier 'UnstructuredStorageReaderUtil': 'csvReaderConfigMap' is already in scope because it is declared in an enclosing type","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.unstructuredstorage.writer","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\writer\UnstructuredStorageWriterUtil.java","4","207","Unnecessary qualifier 'UnstructuredStorageWriterUtil': 'doWriteToStream' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.plugin.unstructuredstorage.writer","C:\User\arun\Assignment 2_summer\alibaba\DataX\plugin-unstructured-storage-util\src\main\java\com\alibaba\datax\plugin\unstructuredstorage\writer\UnstructuredStorageWriterUtil.java","4","252","Unnecessary qualifier 'UnstructuredStorageWriterUtil': 'transportOneRecord' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.writer.selectdbwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\selectdbwriter\src\main\java\com\alibaba\datax\plugin\writer\selectdbwriter\SelectdbUtil.java","4","77","Unnecessary qualifier 'SelectdbUtil': 'renderPreOrPostSqls' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.alibaba.datax.plugin.writer.selectdbwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\selectdbwriter\src\main\java\com\alibaba\datax\plugin\writer\selectdbwriter\SelectdbUtil.java","4","93","Unnecessary qualifier 'SelectdbUtil': 'renderPreOrPostSqls' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.starrocks.connector.datax.plugin.writer.starrockswriter.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\starrockswriter\src\main\java\com\starrocks\connector\datax\plugin\writer\starrockswriter\util\StarRocksWriterUtil.java","4","74","Unnecessary qualifier 'StarRocksWriterUtil': 'renderPreOrPostSqls' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"2","com.starrocks.connector.datax.plugin.writer.starrockswriter.util","C:\User\arun\Assignment 2_summer\alibaba\DataX\starrockswriter\src\main\java\com\starrocks\connector\datax\plugin\writer\starrockswriter\util\StarRocksWriterUtil.java","4","90","Unnecessary qualifier 'StarRocksWriterUtil': 'renderPreOrPostSqls' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","com.alibaba.datax.plugin.writer.streamwriter","C:\User\arun\Assignment 2_summer\alibaba\DataX\streamwriter\src\main\java\com\alibaba\datax\plugin\writer\streamwriter\StreamWriter.java","3","195","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
